id,word,definition,length,releaseDate
16102,erişte,i̇nce ince kesilip kurutulan hamur,6,2027-04-29
16103,ağarmak,beyazlaşmak,7,2027-04-29
16104,hububat,tahıl,7,2027-04-29
16105,fırlamak,fiyatı birdenbire yükselmek,8,2027-04-29
16106,buruşmak,"düzgünlüğü bozulmak, üzerinde kırışık ve katlamalar oluşmak",8,2027-04-29
16107,elgin,"yabancı, gurbette yaşayan, garip",5,2027-04-30
16108,nanay,yok,5,2027-04-30
16109,takaza,"azarlama, başa kakma",6,2027-04-30
16110,vikaye,koruma,6,2027-04-30
16111,şantiye,yapı gereçlerinin yığılıp saklandığı veya işlendiği yer,7,2027-04-30
16112,besmele,"`esirgeyen ve bağışlayan allah'ın adı ile` anlamına gelen ve bir işe başlarken söylenilen bismillahirrahmanirrahim sözü, bismillah",7,2027-04-30
16113,kolbastı,"doğu karadeniz bölgesi'ne özgü, halka oyunlarından, hareketli, bireysel özellikleri öne çıkaran bir oyun türü",8,2027-04-30
16114,antikite,i̇lk çağ,8,2027-04-30
16115,haset,"kıskançlık, çekememezlik, günü",5,2027-05-01
16116,uyarı,"herhangi bir konu, sorun üzerine ilgi çekme, ikaz, ihtar, tembih",5,2027-05-01
16117,vatlık,herhangi bir vat gücünde olan,6,2027-05-01
16118,küfeci,küfe yapan veya satan kimse,6,2027-05-01
16119,ırkiyat,etnoloji,7,2027-05-01
16120,boyunca,süresince,7,2027-05-01
16121,mihnetli,"sıkıntı, eziyet çeken (kimse)",8,2027-05-01
16122,kardiyak,kalple ilgili,8,2027-05-01
16123,fular,"genellikle boyna bağlanan, bir tür ince ipek kumaş",5,2027-05-02
16124,dudak,ağız,5,2027-05-02
16125,suyolu,"bazı kâğıtların dokusunda bulunan, ışığa tutulduğunda görülebilen çizgi, resim veya yazı, filigran",6,2027-05-02
16126,fersiz,"donuk, cansız (göz, ışık, yüz)",6,2027-05-02
16127,aranjör,düzenleyici,7,2027-05-02
16128,rezalet,"toplumun duygularını inciten olay veya durum, kepazelik, maskaralık, rezillik",7,2027-05-02
16129,gökdelen,"yirmi, otuz veya daha çok katlı yapı, göktırmalayan, gök tırmalayıcı",8,2027-05-02
16130,sövülmek,sövme işine konu olmak,8,2027-05-02
16131,lafzi,"sözün söylenişine, yapısına ait, sözle ilgili",5,2027-05-03
16132,rayiç,bir para biriminin veya malın satış ve sürüm değeri,5,2027-05-03
16133,yapılı,"vücudu gelişmiş, iri",6,2027-05-03
16134,balkon,"tiyatro, sinema vb. büyük salonlarda asma kat",6,2027-05-03
16135,guarani,paraguay para birimi,7,2027-05-03
16136,karmaşa,"kişiliğin oluşma ve gelişme evrelerinde ortaya çıkan ve ömür boyu davranışları etkileyebilen bilinç dışı dürtü ve güdüler bütünü, kompleks",7,2027-05-03
16137,tartışma,"bir sorun üzerine sözle veya yazılı olarak karşılıklı, bazen de sertçe savunma",8,2027-05-03
16138,düzelmek,"kötü, bozulmuş bir durumdayken düzenli duruma gelmek",8,2027-05-03
16139,garaj,"otomobil vb. taşıtların konulduğu üstü örtülü yer, arabalık",5,2027-05-04
16140,yular,bir yere bağlamak veya çekerek götürmek için hayvanın başlığına veya tasmasına bağlanan ip,5,2027-05-04
16141,cevher,töz,6,2027-05-04
16142,ozalit,"yüzeyi ışığa karşı duyarlı bir madde ile kaplı kâğıt üzerine, kalıptan çekilmiş resim kopyası",6,2027-05-04
16143,intişar,"gazete veya dergi çıkma, yayımlanma",7,2027-05-04
16144,kamuoyu,"bir konuyla ilgili halkın genel düşüncesi, halkoyu, amme efkârı, efkârıumumiye",7,2027-05-04
16145,umumiyet,genellik,8,2027-05-04
16146,tastamam,"çok uygun, tıpatıp",8,2027-05-04
16147,yanıt,"canlı organizmaların tedavi veya diğer nedenlerle maruz kaldığı maddelere, durumlara karşı gösterdiği tepkime, reaksiyon",5,2027-05-05
16148,ikili,"i̇skambil, domino vb. oyunlarda iki işareti bulunan (kâğıt veya pul)",5,2027-05-05
16149,pıtrak,"çok taneli, sık",6,2027-05-05
16150,hamasi,"yiğitlerden ve yiğitliklerden söz eden (destan, şiir)",6,2027-05-05
16151,karyola,üzerine yatak konulup yatılan tahta veya metal ev eşyası,7,2027-05-05
16152,patırtı,"gürültülü çatışma, arbede",7,2027-05-05
16153,alaturka,"düzensiz, yöntemsiz",8,2027-05-05
16154,tahattur,hatırlama,8,2027-05-05
16155,tavuk,"sülüngillerden, eti ve yumurtası için üretilen kümes hayvanı (gallus)",5,2027-05-06
16156,hazır,"belli bir işe yarayacak, kullanılacak bir duruma getirilmiş",5,2027-05-06
16157,balkan,sarp ve ormanlık sıradağ,6,2027-05-06
16158,itimat,"güven, güvenç, emniyet",6,2027-05-06
16159,akropol,"eski yunan şehirlerinde, en önemli yapıların ve tapınakların bulunduğu iç kale",7,2027-05-06
16160,indiyum,"atom numarası 49, atom ağırlığı 114,8 olan, gümüş parlaklığında, kurşundan daha kolay ezilen yumuşak bir element (simgesi in)",7,2027-05-06
16161,mensucat,dokumalar,8,2027-05-06
16162,sömürgen,sömürücü,8,2027-05-06
16163,sahan,derinliği az olan kap,5,2027-05-07
16164,meram,i̇stek,5,2027-05-07
16165,oklava,"hamur açmakta kullanılan, silindir biçiminde, uzunca, ince değnek",6,2027-05-07
16166,planlı,"belirli bir plana göre yapılan, yürütülen, düzenlenen",6,2027-05-07
16167,tasannu,"bir şeyi olduğundan daha değerli gösterme, yapmacık",7,2027-05-07
16168,hovarda,zevki için para harcamaktan kaçınmayan (kimse),7,2027-05-07
16169,tosuncuk,olması gerekenden daha iri doğmuş çocuk,8,2027-05-07
16170,rezonans,titreşim,8,2027-05-07
16171,tekke,"tarikattan olanların barındıkları, ibadet ve tören yaptıkları yer, dergâh",5,2027-05-08
16172,pikaj,bilgisayarda dizilen yazıları milimetrik kartona yapıştırıp düzenleme işi,5,2027-05-08
16173,grafik,"biçim, desen veya çizgilerle gösterme",6,2027-05-08
16174,teamül,bir yerde öteden beri olagelen davranış,6,2027-05-08
16175,ayandon,18 ocak'ta başlayan bir fırtına,7,2027-05-08
16176,terslik,aksilik,7,2027-05-08
16177,murakabe,tasavvufta tanrı'ya bağlanarak çile doldurma,8,2027-05-08
16178,doyasıya,doyuncaya kadar yiyerek,8,2027-05-08
16179,kopuş,kopma işi,5,2027-05-09
16180,grosa,on iki düzine,5,2027-05-09
16181,lahuti,i̇lahi(iii),6,2027-05-09
16182,radyum,"atom numarası 88, atom ağırlığı 226,05 olan, 700 °c'de eriyen, 1898 yılında pierre curie ve eşi tarafından bulunan, soğukta suyu ayrıştıran, ışın etkinliği çok bir element (simgesi ra)",6,2027-05-09
16183,puantör,spor karşılaşmalarında değerlendirme yapma amacıyla puan veren kimse,7,2027-05-09
16184,görenek,"bir şeyi eskiden beri görüldüğü gibi yapma alışkanlığı, âdet",7,2027-05-09
16185,birleşen,"birbirini kesen, bir noktada kesişen (doğru, yay)",8,2027-05-09
16186,çapaksız,çapağı olmayan,8,2027-05-09
16187,çürük,"i̇ş göremez, hastalıklı",5,2027-05-10
16188,emzik,sigara ağızlığı,5,2027-05-10
16189,bunama,"yaşlanma veya bazı sinir hastalıklarına bağlı olarak başta bellekte olmak üzere zihinsel işlevlerde bozulma, ateh",6,2027-05-10
16190,ravent,"karabuğdaygillerden, 1-2 metre yüksekliğinde, büyük yapraklı, beyaz çiçekli, çok yıllık ve otsu bir bitki (rheum officinale)",6,2027-05-10
16191,inhisar,tekel,7,2027-05-10
16192,tazelik,"dinç, diri, canlı olma durumu",7,2027-05-10
16193,gemlemek,hayvanın ağzına gem takmak,8,2027-05-10
16194,tafsilat,ayrıntı,8,2027-05-10
16195,döviz,"herhangi bir konuyu tanıtma, duyurma, propaganda yapma amacıyla üzerine yazı yazılmış bez veya karton",5,2027-05-11
16196,pişik,"apış arası, koltuk altı gibi tenin birbirine sürtünen yerlerinde ter, idrar veya dışkının yakmasıyla oluşan kızartı",5,2027-05-11
16197,deprem,"yer kabuğunun derin katmanlarının kırılıp yer değiştirmesi veya yanardağların püskürme durumuna geçmesi yüzünden oluşan sarsıntı, yer sarsıntısı, hareket, zelzele",6,2027-05-11
16198,bodrum,bir yapının yol düzeyinden aşağıda kalan bölümü,6,2027-05-11
16199,armutlu,yalova iline bağlı ilçelerden biri,7,2027-05-11
16200,şathiye,"yergiye, alaya, şakaya yer veren manzum eser",7,2027-05-11
16201,kotarmak,üstesinden gelmek,8,2027-05-11
16202,sarılgan,"sapı yakınındaki başka bitkilere, başka şeylere sarılıp yükselen, otsu veya odunsu (sap, bitki), sarmaşan",8,2027-05-11
16203,pagan,"çok tanrıcı, payen",5,2027-05-12
16204,erken,"vaktinden önce, alışılan zamandan önce, er, geç karşıtı",5,2027-05-12
16205,tıkmak,"i̇terek, zorla, aceleyle sokmak",6,2027-05-12
16206,misina,"yapay ve sentetik ham maddeden tek kat çekilmiş, değişik kalınlıkta iplik",6,2027-05-12
16207,şekavet,haydutluk,7,2027-05-12
16208,nefsani,"canlılığın zorunlu kıldığı gereksinim ve isteklerle ilgili, beden arzularıyla ilgili",7,2027-05-12
16209,hoparlör,elektrik dalgalarını ses dalgasına çeviren ve gerektikçe sesi yükselten alet,8,2027-05-12
16210,eklemeli,bitişken,8,2027-05-12
16211,tekir,"postu siyah çubuklarla ve beneklerle süslü, kül renginde veya boz olan (kedi)",5,2027-05-13
16212,hakem,"tarafların aralarındaki anlaşmazlığı çözmek için yetkili olarak seçtikleri ve üzerinde anlaştıkları kişi, yargıcı",5,2027-05-13
16213,fritöz,yiyecekleri özellikle patatesi kızartmaya yarayan özel kap,6,2027-05-13
16214,hırgür,"geçimsizlik, kavga",6,2027-05-13
16215,bilgici,"sofizmden yana olan (kimse, düşünce vb.), sofist",7,2027-05-13
16216,dağıtım,bir merkezden çeşitli yerlere gönderme işi,7,2027-05-13
16217,havlamak,"köpek bağırmak, ürümek",8,2027-05-13
16218,plebisit,halk oylaması,8,2027-05-13
16219,edvar,"çağlar, devirler",5,2027-05-14
16220,deyim,"genellikle gerçek anlamından az çok ayrı, kendine özgü bir anlam taşıyan kalıplaşmış söz öbeği, tabir",5,2027-05-14
16221,şimşir,bu keresteden yapılan,6,2027-05-14
16222,örülüş,örülme işi,6,2027-05-14
16223,küpeşte,"gemide güverte hizasında ıskarmoz bağlarına tutturulan dikmelerin dış yüzlerine kaplanan kaplamaların oluşturduğu siper, borda kaplamalarının en üstü, güverteden yukarı kalan bölüm, korkuluk, parapet",7,2027-05-14
16224,ilençli,i̇lence uğramış,7,2027-05-14
16225,kavurmak,bir şeyi bir kabın içinde kendisinden başka bir malzeme koymadan pişirmek,8,2027-05-14
16226,gülhatmi,"ebegümecigillerden, yaprakları geniş ve yuvarlak, çiçekleri büyük ve türlü renklerde olan, çok yıllık otsu bir bitki (althaea rosea)",8,2027-05-14
16227,ünsüz,"ünü olmayan, şöhretsiz",5,2027-05-15
16228,yüsrü,bazı ince işlerin yapımında kullanılan siyah bir ağaç ve bu ağacın kökü,5,2027-05-15
16229,kârsız,"kârı olmayan, kazançsız",6,2027-05-15
16230,sarsak,"yaşlılık, hastalık vb. sebeplerle güçsüz kalarak vücudu titrer gibi sarsılan (kimse)",6,2027-05-15
16231,pigment,boyar madde,7,2027-05-15
16232,pusatlı,zırh giymiş,7,2027-05-15
16233,toplantı,bir meclisin bir yıl içindeki birleşimlerinin her biri,8,2027-05-15
16234,esriklik,sarhoş olma durumu,8,2027-05-15
16235,çiğli,i̇zmir iline bağlı ilçelerden biri,5,2027-05-16
16236,peruk,takma saç,5,2027-05-16
16237,barlam,"i̇nce pullu, sırtı açık kahverengi, yanları ve karnı beyaz, ortalama 30-40 santimetre boyunda, marmara ve ege deniziyle akdeniz'de bol bulunan bir tür balık (merluccius merluccius)",6,2027-05-16
16238,glayöl,kuzgunkılıcı,6,2027-05-16
16239,homurtu,ayının çıkardığı sesin adı,7,2027-05-16
16240,istinat,"güvenme, kuvvet alma",7,2027-05-16
16241,fakirlik,yetersizlik,8,2027-05-16
16242,pürüzsüz,"hatasız, takılmadan",8,2027-05-16
16243,valör,değer,5,2027-05-17
16244,madde,molekül,5,2027-05-17
16245,labada,"karabuğdaygillerden, dere kıyılarında, sulak çayırlarda kendiliğinden yetişen, çok yıllık ve yaprakları sebze olarak kullanılan bir bitki, efelek (rumex patientia)",6,2027-05-17
16246,patpat,"kökü yumru biçimde şişkin, doğu anadolu'da yetişen bir bitki",6,2027-05-17
16247,aratmak,özletmek,7,2027-05-17
16248,defaten,ansızın,7,2027-05-17
16249,tekellüf,"zahmet veren bir iş görme, güçlüğe katlanma",8,2027-05-17
16250,körelmek,suyu çekilmek,8,2027-05-17
16251,vacip,yapılması gerekli olan,5,2027-05-18
16252,anemi,kansızlık,5,2027-05-18
16253,operet,bu eseri oynayan oyunculardan oluşan kuruluş,6,2027-05-18
16254,ilişim,"i̇letişimi sağlayan dizgenin, teknik ağın birliği, link (ii)",6,2027-05-18
16255,şehadet,"yüksek bir ülkü uğrunda ölme, şehit olma",7,2027-05-18
16256,dipdiri,"çok diri, çok canlı",7,2027-05-18
16257,üvendire,"çifte koşulan öküzleri yürütmek için kullanılan, ucuna nodul çakılmış uzun değnek, gönder",8,2027-05-18
16258,dokunmak,"i̇lişkin, ilgili olmak, değinmek",8,2027-05-18
16259,pulcu,"pul derleyen veya derleyenlere pul satan kimse, pul koleksiyoncusu, filatelist",5,2027-05-19
16260,resen,"bağımsız olarak, kimseye bağlı olmaksızın",5,2027-05-19
16261,karpit,"genellikle sanayide asetilen gazı çıkarmakta kullanılan, karbonla kalsiyum bileşiği madde (cac2)",6,2027-05-19
16262,kerime,kız evlat,6,2027-05-19
16263,soprano,sesi ince olan ses sanatçısı,7,2027-05-19
16264,unutmak,"aklında kalmamak, hatırlamamak",7,2027-05-19
16265,yumuşama,"dünyada soğuk savaş döneminden sonra stratejik silahların geliştirilmesiyle başlayan siyasal gerginliğin ortadan kaldırılması siyaseti, detant",8,2027-05-19
16266,solaryum,güneşletici,8,2027-05-19
16267,bukle,"küçük lüle durumunda, kıvrımlı saç",5,2027-05-20
16268,salim,"sakin, huzurlu",5,2027-05-20
16269,tenzil,"i̇ndirme, azaltma, çıkartma",6,2027-05-20
16270,çağrım,yüksek bir sesin yetişebileceği kadar uzaklık,6,2027-05-20
16271,gariban,"kimsesiz, zavallı, garip",7,2027-05-20
16272,otorite,"yaptırma, yasak etme, emretme, itaat ettirme hakkı veya gücü, yetke, sulta, velayet",7,2027-05-20
16273,pembelik,pembe renginde olma,8,2027-05-20
16274,kıdemsiz,bir işte yeni ve deneyimi az olan,8,2027-05-20
16275,şaban,"ay takviminin sekizinci ayı, üç ayların ikincisi",5,2027-05-21
16276,moloz,"toprak ve kireçle karışık taş kırıntıları, yapı döküntüsü, inşaat atığı",5,2027-05-21
16277,mantin,canfese benzeyen bir tür ipekli kumaş,6,2027-05-21
16278,vargel,herhangi bir makinenin bir doğrultuda gidip gelerek iş gören parçası,6,2027-05-21
16279,holding,ana ortaklık,7,2027-05-21
16280,dopdolu,büsbütün dolu,7,2027-05-21
16281,antetsiz,başlıksız,8,2027-05-21
16282,müvesvis,kuruntucu,8,2027-05-21
16283,kimya,"maddelerin temel yapılarını, birleşimlerini, dönüşümlerini, çözümleme, birleşim ve üretim yöntemlerini inceleyen bilim",5,2027-05-22
16284,mevut,"vadolunmuş, söz verilmiş",5,2027-05-22
16285,akıbet,"bir iş veya durumun sonu, sonuç",6,2027-05-22
16286,kilise,hristiyanların ibadet etmek için toplandıkları yer,6,2027-05-22
16287,farbala,fırfır,7,2027-05-22
16288,donamak,"süslemek, tezyin etmek",7,2027-05-22
16289,öğretici,"öğretme, yetiştirme ve açıklama niteliğinde olan, didaktik",8,2027-05-22
16290,filoloji,dil bilimi,8,2027-05-22
16291,örmek,"müzik, edebiyat vb.nde bir özelliği oluşturmak, ortaya koymak",5,2027-05-23
16292,çerçi,"köy, pazar vb. yerlerde dolaşarak ufak tefek tuhafiye eşyası satan kimse",5,2027-05-23
16293,mukoza,sümük doku,6,2027-05-23
16294,kokmak,"olacağıyla ilgili belirtiler göstermek, olacağı hissedilmek",6,2027-05-23
16295,adaylık,bir görevde yetiştirilme,7,2027-05-23
16296,zargana,"uskumrumsugillerden, 40-60 santimetre boyunda, vücudu silindir biçiminde, gaga gibi ince, uzun, sivri ağızlı bir balık (belone belone)",7,2027-05-23
16297,atlatmak,"kötü bir durumu geçiştirmek, savmak",8,2027-05-23
16298,közlemek,"et, sebze, meyve, hamur vb.ni köz üzerinde pişirmek",8,2027-05-23
16299,şınav,"yüzüstü yere uzanılıp eller omuz açıklığında yere dayalı bir biçimde, ayak parmakları üzerinde, bel ve dizler bükülmeden dirseklerin yukarı aşağı doğru indirilip kaldırılmasıyla yapılan bir beden hareketi",5,2027-05-24
16300,sirke,"bit, tahtakurusu vb. asalak böceklerin yumurtası",5,2027-05-24
16301,hunriz,"kan dökücü, kanlı",6,2027-05-24
16302,kuyucu,özel olarak açılan kuyulara inerek lüle taşını çıkaran kimse,6,2027-05-24
16303,revaçta,"gözde, tutulan, rağbet edilen",7,2027-05-24
16304,inadına,"gereğinin, istenilenin tersine",7,2027-05-24
16305,ayırtman,"sınavlarda, soruların hazırlanmasından notların verilmesine kadar bütün değerlendirme çalışmalarına katılan görevli, mümeyyiz",8,2027-05-24
16306,vakurluk,ağır başlılık,8,2027-05-24
16307,ayırt,fark,5,2027-05-25
16308,koçak,yürekli (erkek),5,2027-05-25
16309,mahsus,"bilerek, isteyerek, kasten",6,2027-05-25
16310,asfalt,bu karışımla kaplanmış,6,2027-05-25
16311,irtihal,ölüm,7,2027-05-25
16312,dikizci,gözetleyici,7,2027-05-25
16313,lezbiyen,sevici,8,2027-05-25
16314,mukayyet,"bağlı olan, bağlanmış",8,2027-05-25
16315,kalak,"burun, burun ucu",5,2027-05-26
16316,nedim,"yüksek makamdaki kişileri hoş sözlerle, güzel fıkra ve hikâyelerle eğlendiren kimse",5,2027-05-26
16317,meclis,bir konuyu konuşmak veya görüşmek için bir araya gelmiş kimseler topluluğu,6,2027-05-26
16318,viyola,"kemana benzer, kemandan büyük bir çalgı, alto",6,2027-05-26
16319,alemdar,bayrağı veya sancağı taşıyan kimse,7,2027-05-26
16320,cildiye,"hekimliğin deri hastalıkları ile ilgili dalı, dermatoloji",7,2027-05-26
16321,epilepsi,sara,8,2027-05-26
16322,yerleşke,"bir üniversitenin genellikle kent dışında derslik, öğrenci yurdu gibi her türlü yapı ve etkinlik alanlarıyla toplu bir biçimde bulunduğu yer, kampüs",8,2027-05-26
16323,hiciv,yergi,5,2027-05-27
16324,etnik,"kavimle ilgili, budunsal, kavmî",5,2027-05-27
16325,küstah,"saygısız, kaba, terbiyesiz (kimse)",6,2027-05-27
16326,gömmek,birinden daha çok yaşamak,6,2027-05-27
16327,ezilmek,ezme işine konu olmak,7,2027-05-27
16328,peridot,olivin,7,2027-05-27
16329,metropol,ana kent,8,2027-05-27
16330,mumsöndü,cem ayinlerindeki çerağ dinlendirmenin maksatlı olarak yanlış yorumlanmasıyla ortaya çıkarılan bir safsata,8,2027-05-27
16331,morto,ölü,5,2027-05-28
16332,manav,"balkanlardan göç etmiş, genellikle marmara bölgesinde yaşayan bir topluluk",5,2027-05-28
16333,gelgeç,hercai,6,2027-05-28
16334,mağdur,"haksızlığa uğramış (kimse), kıygın",6,2027-05-28
16335,mücahit,"kutsal ülküler uğruna savaşan kimse, alperen",7,2027-05-28
16336,oturtma,"halka halka kesilmiş patates, patlıcan, kabak vb. sebzelerden yapılan bir tür kıymalı yemek",7,2027-05-28
16337,flamanca,bu dille yazılmış olan,8,2027-05-28
16338,vârissiz,vâris olmadan,8,2027-05-28
16339,afazi,söz yitimi,5,2027-05-29
16340,liken,bir mantarla bir su yosununun ortak yaşamasıyla ortaya çıkan bitkilerin genel adı,5,2027-05-29
16341,altsız,altı olmayan,6,2027-05-29
16342,durmak,"belli bir durumda, bir görevde bulunmak",6,2027-05-29
16343,üzülmek,üzme işine konu olmak,7,2027-05-29
16344,işçilik,"i̇şçi emeği, yapılış, işleme niteliği",7,2027-05-29
16345,gönülsüz,"gönlü olmadan, isteksiz yapılan",8,2027-05-29
